instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
13447,2012-07-19,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,32.800000000000004,37.88,55.00000000000001,7.0015,54,162,216,12
13448,2012-07-19,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,34.44,39.395,49.0,19.0012,59,215,274,13
13449,2012-07-19,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,34.44,38.635000000000005,47.0,8.9981,74,180,254,14
13450,2012-07-19,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,35.26,39.395,44.0,6.0032,46,151,197,15
13451,2012-07-19,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,34.44,38.635000000000005,47.0,6.0032,66,226,292,16
13452,2012-07-19,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,34.44,38.635000000000005,47.0,6.0032,70,288,358,17
13453,2012-07-19,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,35.26,39.395,41.0,0.0,93,678,771,18
13454,2012-07-19,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,35.26,39.395,41.0,12.998000000000001,93,684,777,19
13455,2012-07-19,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,34.44,37.88,44.0,16.997899999999998,53,480,533,20
13456,2012-07-19,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,33.62,38.635000000000005,49.0,11.0014,65,440,505,21
13457,2012-07-19,Fall,2012,7,0,Thursday,1,Light Rain/Snow,27.060000000000002,29.544999999999998,89.0,16.997899999999998,38,294,332,22
13458,2012-07-19,Fall,2012,7,0,Thursday,1,Light Rain/Snow,27.060000000000002,29.544999999999998,89.0,16.997899999999998,6,62,68,23
13459,2012-07-19,Fall,2012,7,0,Thursday,1,Light Rain/Snow,27.060000000000002,29.544999999999998,89.0,15.001299999999999,3,62,65,24
13460,2012-07-20,Fall,2012,7,0,Friday,1,Light Rain/Snow,27.060000000000002,29.544999999999998,89.0,6.0032,2,32,34,1
13461,2012-07-20,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,27.060000000000002,29.544999999999998,89.0,8.9981,2,9,11,2
13462,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,27.060000000000002,29.544999999999998,89.0,6.0032,5,14,19,3
13463,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,27.060000000000002,29.544999999999998,89.0,7.0015,7,29,36,4
13464,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,27.060000000000002,29.544999999999998,89.0,11.0014,3,6,9,5
13465,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,27.060000000000002,29.544999999999998,89.0,8.9981,2,40,42,6
13466,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,27.060000000000002,29.544999999999998,89.0,11.0014,3,123,126,7
13467,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,27.060000000000002,29.544999999999998,89.0,12.998000000000001,14,346,360,8
13468,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,27.880000000000003,31.819999999999997,83.0,11.0014,39,652,691,9
13469,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,28.7,33.335,79.0,8.9981,45,328,373,10
13470,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,28.7,33.335,79.0,11.0014,51,182,233,11
13471,2012-07-20,Fall,2012,7,0,Friday,1,Light Rain/Snow,29.52,34.849999999999994,74.0,12.998000000000001,51,161,212,12
13472,2012-07-20,Fall,2012,7,0,Friday,1,Light Rain/Snow,27.880000000000003,31.819999999999997,83.0,11.0014,41,233,274,13
13473,2012-07-20,Fall,2012,7,0,Friday,1,Light Rain/Snow,27.880000000000003,31.819999999999997,83.0,7.0015,20,136,156,14
13474,2012-07-20,Fall,2012,7,0,Friday,1,Light Rain/Snow,28.7,33.335,84.0,11.0014,53,176,229,15
13475,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,28.7,33.335,84.0,19.999499999999998,47,169,216,16
13476,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,27.880000000000003,31.819999999999997,83.0,22.0028,70,366,436,17
13477,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,27.060000000000002,29.544999999999998,89.0,27.999299999999998,95,620,715,18
13478,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,27.060000000000002,30.305,78.0,22.0028,73,549,622,19
13479,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,26.240000000000002,28.79,83.0,19.0012,44,358,402,20
13480,2012-07-20,Fall,2012,7,0,Friday,1,Light Rain/Snow,26.240000000000002,28.79,83.0,26.0027,35,216,251,21
13481,2012-07-20,Fall,2012,7,0,Friday,1,Light Rain/Snow,25.419999999999998,28.79,83.0,22.0028,14,108,122,22
13482,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,25.419999999999998,28.79,83.0,12.998000000000001,13,122,135,23
13483,2012-07-20,Fall,2012,7,0,Friday,1,Mist/Cloudy,25.419999999999998,28.79,83.0,19.0012,18,148,166,24
13484,2012-07-21,Fall,2012,7,0,Saturday,0,Light Rain/Snow,25.419999999999998,28.79,83.0,19.0012,11,92,103,1
13485,2012-07-21,Fall,2012,7,0,Saturday,0,Mist/Cloudy,25.419999999999998,28.79,83.0,16.997899999999998,10,62,72,2
13486,2012-07-21,Fall,2012,7,0,Saturday,0,Light Rain/Snow,24.599999999999998,27.275,88.0,19.0012,5,55,60,3
13487,2012-07-21,Fall,2012,7,0,Saturday,0,Light Rain/Snow,24.599999999999998,27.275,88.0,16.997899999999998,7,18,25,4
13488,2012-07-21,Fall,2012,7,0,Saturday,0,Light Rain/Snow,23.779999999999998,27.275,88.0,19.0012,11,5,16,5
13489,2012-07-21,Fall,2012,7,0,Saturday,0,Light Rain/Snow,23.779999999999998,27.275,88.0,16.997899999999998,7,10,17,6
13490,2012-07-21,Fall,2012,7,0,Saturday,0,Light Rain/Snow,23.779999999999998,27.275,88.0,16.997899999999998,3,12,15,7
13491,2012-07-21,Fall,2012,7,0,Saturday,0,Mist/Cloudy,23.779999999999998,27.275,88.0,16.997899999999998,8,29,37,8
13492,2012-07-21,Fall,2012,7,0,Saturday,0,Mist/Cloudy,23.779999999999998,27.275,83.0,16.997899999999998,18,94,112,9
13493,2012-07-21,Fall,2012,7,0,Saturday,0,Mist/Cloudy,23.779999999999998,27.275,83.0,12.998000000000001,32,175,207,10
13494,2012-07-21,Fall,2012,7,0,Saturday,0,Light Rain/Snow,23.779999999999998,27.275,88.0,16.997899999999998,49,219,268,11
13495,2012-07-21,Fall,2012,7,0,Saturday,0,Mist/Cloudy,24.599999999999998,28.03,83.0,16.997899999999998,80,225,305,12
13496,2012-07-21,Fall,2012,7,0,Saturday,0,Light Rain/Snow,24.599999999999998,28.03,83.0,15.001299999999999,156,301,457,13
13497,2012-07-21,Fall,2012,7,0,Saturday,0,Light Rain/Snow,24.599999999999998,28.03,83.0,11.0014,106,248,354,14
13498,2012-07-21,Fall,2012,7,0,Saturday,0,Mist/Cloudy,24.599999999999998,27.275,88.0,16.997899999999998,121,222,343,15
13499,2012-07-21,Fall,2012,7,0,Saturday,0,Light Rain/Snow,24.599999999999998,27.275,88.0,16.997899999999998,148,232,380,16
13500,2012-07-21,Fall,2012,7,0,Saturday,0,Light Rain/Snow,24.599999999999998,27.275,88.0,12.998000000000001,130,196,326,17
13501,2012-07-21,Fall,2012,7,0,Saturday,0,Light Rain/Snow,24.599999999999998,27.275,88.0,11.0014,92,149,241,18
13502,2012-07-21,Fall,2012,7,0,Saturday,0,Mist/Cloudy,24.599999999999998,27.275,88.0,12.998000000000001,51,126,177,19
13503,2012-07-21,Fall,2012,7,0,Saturday,0,Mist/Cloudy,24.599999999999998,27.275,88.0,11.0014,67,171,238,20
13504,2012-07-21,Fall,2012,7,0,Saturday,0,Light Rain/Snow,24.599999999999998,27.275,88.0,11.0014,51,163,214,21
13505,2012-07-21,Fall,2012,7,0,Saturday,0,Mist/Cloudy,24.599999999999998,27.275,88.0,11.0014,29,134,163,22
13506,2012-07-21,Fall,2012,7,0,Saturday,0,Mist/Cloudy,24.599999999999998,27.275,88.0,7.0015,40,140,180,23
13507,2012-07-21,Fall,2012,7,0,Saturday,0,Mist/Cloudy,24.599999999999998,27.275,88.0,0.0,32,117,149,24
13508,2012-07-22,Fall,2012,7,0,Sunday,0,Mist/Cloudy,24.599999999999998,27.275,88.0,7.0015,17,96,113,1
13509,2012-07-22,Fall,2012,7,0,Sunday,0,Mist/Cloudy,24.599999999999998,27.275,88.0,11.0014,31,99,130,2
13510,2012-07-22,Fall,2012,7,0,Sunday,0,Mist/Cloudy,24.599999999999998,27.275,88.0,7.0015,32,90,122,3
13511,2012-07-22,Fall,2012,7,0,Sunday,0,Mist/Cloudy,24.599999999999998,27.275,88.0,7.0015,13,30,43,4
13512,2012-07-22,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,24.599999999999998,27.275,88.0,0.0,6,10,16,5
13513,2012-07-22,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,24.599999999999998,27.275,88.0,0.0,0,6,6,6
13514,2012-07-22,Fall,2012,7,0,Sunday,0,Mist/Cloudy,25.419999999999998,28.79,83.0,6.0032,5,14,19,7
13515,2012-07-22,Fall,2012,7,0,Sunday,0,Mist/Cloudy,25.419999999999998,28.79,83.0,0.0,13,25,38,8
13516,2012-07-22,Fall,2012,7,0,Sunday,0,Mist/Cloudy,26.240000000000002,29.544999999999998,78.0,0.0,31,122,153,9
13517,2012-07-22,Fall,2012,7,0,Sunday,0,Mist/Cloudy,27.060000000000002,31.06,69.0,0.0,79,179,258,10
13518,2012-07-22,Fall,2012,7,0,Sunday,0,Mist/Cloudy,27.060000000000002,31.06,74.0,0.0,114,265,379,11
13519,2012-07-22,Fall,2012,7,0,Sunday,0,Mist/Cloudy,27.060000000000002,31.06,74.0,0.0,191,314,505,12
13520,2012-07-22,Fall,2012,7,0,Sunday,0,Mist/Cloudy,28.7,32.574999999999996,70.0,7.0015,178,326,504,13
13521,2012-07-22,Fall,2012,7,0,Sunday,0,Mist/Cloudy,28.7,32.574999999999996,65.0,6.0032,238,388,626,14
13522,2012-07-22,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,29.52,34.089999999999996,66.0,7.0015,256,360,616,15
13523,2012-07-22,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,29.52,34.089999999999996,66.0,7.0015,254,370,624,16
13524,2012-07-22,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,30.34,34.849999999999994,66.0,7.0015,245,383,628,17
13525,2012-07-22,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,30.34,34.849999999999994,66.0,15.001299999999999,188,368,556,18
13526,2012-07-22,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,30.34,34.849999999999994,66.0,11.0014,173,342,515,19
13527,2012-07-22,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,11.0014,180,342,522,20
13528,2012-07-22,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,28.7,33.335,74.0,11.0014,124,254,378,21
13529,2012-07-22,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,28.7,33.335,79.0,7.0015,88,257,345,22
13530,2012-07-22,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,28.7,33.335,74.0,12.998000000000001,55,136,191,23
13531,2012-07-22,Fall,2012,7,0,Sunday,0,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,79.0,11.0014,33,90,123,24
13532,2012-07-23,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,27.060000000000002,29.544999999999998,89.0,6.0032,11,36,47,1
13533,2012-07-23,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,27.060000000000002,29.544999999999998,89.0,12.998000000000001,7,20,27,2
13534,2012-07-23,Fall,2012,7,0,Monday,1,Mist/Cloudy,27.060000000000002,29.544999999999998,94.0,6.0032,3,14,17,3
13535,2012-07-23,Fall,2012,7,0,Monday,1,Mist/Cloudy,27.060000000000002,29.544999999999998,94.0,6.0032,0,2,2,4
13536,2012-07-23,Fall,2012,7,0,Monday,1,Mist/Cloudy,27.060000000000002,29.544999999999998,94.0,8.9981,0,8,8,5
13537,2012-07-23,Fall,2012,7,0,Monday,1,Mist/Cloudy,27.060000000000002,29.544999999999998,94.0,8.9981,3,48,51,6
13538,2012-07-23,Fall,2012,7,0,Monday,1,Mist/Cloudy,27.880000000000003,31.819999999999997,89.0,6.0032,9,148,157,7
13539,2012-07-23,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,28.7,33.335,84.0,8.9981,17,404,421,8
13540,2012-07-23,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,29.52,34.849999999999994,79.0,7.0015,47,691,738,9
13541,2012-07-23,Fall,2012,7,0,Monday,1,Mist/Cloudy,30.34,35.605,74.0,8.9981,57,288,345,10
13542,2012-07-23,Fall,2012,7,0,Monday,1,Mist/Cloudy,31.98,37.12,62.0,0.0,63,137,200,11
13543,2012-07-23,Fall,2012,7,0,Monday,1,Mist/Cloudy,32.800000000000004,37.12,52.0,11.0014,69,129,198,12
13544,2012-07-23,Fall,2012,7,0,Monday,1,Mist/Cloudy,32.800000000000004,37.12,52.0,11.0014,109,205,314,13
13545,2012-07-23,Fall,2012,7,0,Monday,1,Mist/Cloudy,32.800000000000004,37.12,52.0,7.0015,64,176,240,14
13546,2012-07-23,Fall,2012,7,0,Monday,1,Mist/Cloudy,31.98,37.12,59.0,11.0014,82,189,271,15
13547,2012-07-23,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,32.800000000000004,37.88,55.00000000000001,12.998000000000001,76,205,281,16
13548,2012-07-23,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,33.62,38.635000000000005,52.0,8.9981,111,346,457,17
13549,2012-07-23,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,33.62,38.635000000000005,52.0,8.9981,87,760,847,18
13550,2012-07-23,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,33.62,37.88,46.0,7.0015,69,672,741,19
13551,2012-07-23,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,32.800000000000004,37.12,52.0,16.997899999999998,94,488,582,20
13552,2012-07-23,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,31.16,35.605,62.0,11.0014,56,347,403,21
13553,2012-07-23,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,31.16,35.605,62.0,12.998000000000001,45,251,296,22
13554,2012-07-23,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,30.34,34.089999999999996,62.0,12.998000000000001,40,169,209,23
13555,2012-07-23,Fall,2012,7,0,Monday,1,Clear/Partly Cloudy,29.52,34.089999999999996,66.0,11.0014,16,98,114,24
13556,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,28.7,33.335,74.0,8.9981,12,52,64,1
13557,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,79.0,11.0014,7,10,17,2
13558,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,11.0014,6,10,16,3
13559,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,11.0014,1,5,6,4
13560,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,6.0032,0,6,6,5
13561,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,7.0015,5,45,50,6
13562,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,8.9981,17,173,190,7
13563,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,28.7,33.335,74.0,11.0014,24,492,516,8
13564,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,30.34,34.849999999999994,70.0,12.998000000000001,49,694,743,9
13565,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,34.44,40.150000000000006,53.0,0.0,40,299,339,10
13566,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,33.62,39.395,56.00000000000001,19.999499999999998,62,156,218,11
13567,2012-07-24,Fall,2012,7,0,Tuesday,1,Mist/Cloudy,34.44,40.150000000000006,53.0,22.0028,45,156,201,12
13568,2012-07-24,Fall,2012,7,0,Tuesday,1,Mist/Cloudy,33.62,39.395,56.00000000000001,15.001299999999999,60,169,229,13
13569,2012-07-24,Fall,2012,7,0,Tuesday,1,Mist/Cloudy,34.44,40.150000000000006,53.0,19.999499999999998,73,200,273,14
13570,2012-07-24,Fall,2012,7,0,Tuesday,1,Mist/Cloudy,34.44,40.150000000000006,53.0,15.001299999999999,48,196,244,15
13571,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,33.62,38.635000000000005,49.0,19.999499999999998,73,212,285,16
13572,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,32.800000000000004,37.88,55.00000000000001,19.999499999999998,86,369,455,17
13573,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,32.800000000000004,37.12,52.0,22.0028,94,775,869,18
13574,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,31.16,35.605,62.0,22.0028,110,767,877,19
13575,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,31.16,35.605,62.0,11.0014,109,523,632,20
13576,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,30.34,34.849999999999994,66.0,11.0014,85,438,523,21
13577,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,30.34,34.849999999999994,66.0,15.001299999999999,53,325,378,22
13578,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,30.34,34.849999999999994,66.0,16.997899999999998,43,226,269,23
13579,2012-07-24,Fall,2012,7,0,Tuesday,1,Clear/Partly Cloudy,30.34,34.089999999999996,57.99999999999999,22.0028,38,154,192,24
13580,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,29.52,33.335,57.99999999999999,19.999499999999998,9,57,66,1
13581,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,28.7,32.574999999999996,57.99999999999999,12.998000000000001,2,26,28,2
13582,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,61.0,15.001299999999999,1,11,12,3
13583,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,27.060000000000002,31.06,65.0,15.001299999999999,1,11,12,4
13584,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,26.240000000000002,30.305,65.0,15.001299999999999,0,4,4,5
13585,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,26.240000000000002,30.305,65.0,11.0014,5,54,59,6
13586,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,26.240000000000002,30.305,65.0,12.998000000000001,11,179,190,7
13587,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,27.060000000000002,31.06,50.0,22.0028,34,473,507,8
13588,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,28.7,31.819999999999997,42.0,16.997899999999998,43,745,788,9
13589,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,29.52,32.574999999999996,37.0,19.999499999999998,65,277,342,10
13590,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,30.34,32.574999999999996,37.0,0.0,68,163,231,11
13591,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,31.16,33.335,33.0,0.0,79,202,281,12
13592,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,31.16,33.335,33.0,0.0,77,233,310,13
13593,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,31.98,34.089999999999996,31.0,11.0014,81,231,312,14
13594,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,32.800000000000004,34.849999999999994,28.999999999999996,8.9981,88,159,247,15
13595,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,31.98,34.089999999999996,31.0,6.0032,94,223,317,16
13596,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,32.800000000000004,34.849999999999994,28.999999999999996,11.0014,91,393,484,17
13597,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,32.800000000000004,34.849999999999994,31.0,0.0,130,783,913,18
13598,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,32.800000000000004,34.849999999999994,27.0,8.9981,104,787,891,19
13599,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,31.16,33.335,33.0,8.9981,116,582,698,20
13600,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,30.34,32.574999999999996,40.0,11.0014,106,461,567,21
13601,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,29.52,32.574999999999996,45.0,8.9981,71,326,397,22
13602,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,28.7,32.574999999999996,57.99999999999999,8.9981,55,223,278,23
13603,2012-07-25,Fall,2012,7,0,Wednesday,1,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,56.99999999999999,19.999499999999998,52,187,239,24
13604,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,27.060000000000002,31.06,65.0,12.998000000000001,27,65,92,1
13605,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,27.060000000000002,31.06,65.0,15.001299999999999,6,23,29,2
13606,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,27.060000000000002,31.06,69.0,16.997899999999998,5,16,21,3
13607,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,27.060000000000002,31.06,69.0,15.001299999999999,0,8,8,4
13608,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,27.060000000000002,31.06,74.0,12.998000000000001,0,4,4,5
13609,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,27.060000000000002,31.06,74.0,12.998000000000001,2,40,42,6
13610,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,27.060000000000002,30.305,78.0,16.997899999999998,16,165,181,7
13611,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,28.7,33.335,74.0,16.997899999999998,17,478,495,8
13612,2012-07-26,Fall,2012,7,0,Thursday,1,Mist/Cloudy,28.7,33.335,74.0,16.997899999999998,49,680,729,9
13613,2012-07-26,Fall,2012,7,0,Thursday,1,Mist/Cloudy,29.52,34.089999999999996,70.0,8.9981,55,289,344,10
13614,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,30.34,34.849999999999994,70.0,15.001299999999999,79,143,222,11
13615,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,32.800000000000004,40.150000000000006,66.0,15.001299999999999,69,143,212,12
13616,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,34.44,40.910000000000004,56.00000000000001,16.997899999999998,73,206,279,13
13617,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,35.26,41.665,53.0,19.999499999999998,53,189,242,14
13618,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,36.9,43.94,47.0,16.997899999999998,62,151,213,15
13619,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,37.72,44.695,42.0,19.999499999999998,65,173,238,16
13620,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,38.54,43.94,38.0,26.0027,62,312,374,17
13621,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,36.9,43.18,45.0,27.999299999999998,110,628,738,18
13622,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,37.72,43.94,40.0,23.9994,73,615,688,19
13623,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,36.9,43.18,45.0,22.0028,80,534,614,20
13624,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,35.26,40.910000000000004,50.0,16.997899999999998,47,399,446,21
13625,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,32.800000000000004,37.12,49.0,40.9973,35,236,271,22
13626,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,32.800000000000004,37.12,49.0,40.9973,33,201,234,23
13627,2012-07-26,Fall,2012,7,0,Thursday,1,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,8.9981,18,127,145,24
13628,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,0.0,14,83,97,1
13629,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,7.0015,12,42,54,2
13630,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,28.7,33.335,79.0,8.9981,8,18,26,3
13631,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,28.7,33.335,74.0,11.0014,3,9,12,4
13632,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,28.7,33.335,79.0,0.0,3,5,8,5
13633,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,28.7,33.335,84.0,0.0,3,34,37,6
13634,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,28.7,33.335,79.0,0.0,10,129,139,7
13635,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,12.998000000000001,13,397,410,8
13636,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,31.16,36.364999999999995,66.0,6.0032,34,642,676,9
13637,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,33.62,38.635000000000005,49.0,19.0012,34,329,363,10
13638,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,34.44,38.635000000000005,47.0,0.0,85,146,231,11
13639,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,34.44,38.635000000000005,47.0,22.0028,67,184,251,12
13640,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,34.44,39.395,49.0,23.9994,92,207,299,13
13641,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,34.44,38.635000000000005,47.0,19.0012,83,231,314,14
13642,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,35.26,40.150000000000006,47.0,19.999499999999998,105,221,326,15
13643,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,35.26,39.395,41.0,15.001299999999999,81,242,323,16
13644,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,34.44,38.635000000000005,47.0,15.001299999999999,80,419,499,17
13645,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,35.26,39.395,41.0,19.0012,101,598,699,18
13646,2012-07-27,Fall,2012,7,0,Friday,1,Clear/Partly Cloudy,33.62,37.88,46.0,11.0014,100,522,622,19
